id_anfitrion,zona_grupo,latitud,tipo_propiedad,capacidad,recamaras,noches_minimas,min_noches_minimas,min_noches_maximas,precio,disp_30d,disp_90d,calendario_ultima_extraccion,num_resenas,num_resenas_30d,ultima_resena,calif_total,calif_limpieza,calif_comunicacion,calif_valor,es_superhost,tasa_respuesta_host,host_tiene_foto,antiguedad_host,total_listados_host,host_total_habitaciones_privadas,licencia
275477548,Isole,45.44259,Entire condo,4,2.0,3,2,15,$196.00,5,34,2025-06-17,214,1,2025-06-02,4.95,4.99,4.97,4.93,t,100%,t,2019-07-12,1,0,IT027042C27QWTFQQP
86439077,Isole,45.42471,Entire rental unit,3,1.0,31,31,1125,,0,0,2025-06-17,0,0,,,,,,f,,t,2016-07-28,1,0,
275725251,Isole,45.4118,Entire rental unit,6,3.0,2,2,1125,$646.00,18,55,2025-06-17,4,0,2022-04-15,5.0,5.0,5.0,4.5,f,,t,2019-07-13,1,0,IT027042C2N5E5KDOD
275955833,Isole,45.41969,Private room in home,2,,31,31,1125,,0,0,2025-06-17,1,0,2019-09-06,5.0,5.0,5.0,4.0,f,,t,2019-07-14,1,1,
275050064,Isole,45.43258,Entire rental unit,2,1.0,3,2,29,$144.00,10,61,2025-06-17,198,5,2025-06-09,4.85,4.96,4.89,4.72,t,100%,t,2019-07-10,3,0,IT027042B4R5HC2PBI
275050064,Isole,45.43271,Entire rental unit,2,1.0,3,2,29,$172.00,9,62,2025-06-17,192,4,2025-06-12,4.89,4.95,4.93,4.72,t,100%,t,2019-07-10,3,0,IT027042B4R5HC2PBI
5618111,Isole,45.44668,Entire rental unit,5,2.0,1,1,28,$252.00,7,35,2025-06-17,126,2,2025-06-05,4.79,4.75,4.87,4.75,f,100%,t,2013-03-25,75,5,IT027042B4Y6FOAUNY
669047,Isole,45.43208,Entire rental unit,6,3.0,1,2,1125,$708.00,4,34,2025-06-17,38,4,2025-06-01,4.92,4.95,5.0,4.74,t,100%,t,2011-06-06,80,0,IT027042C2KBV72YOM
87431454,Isole,45.43551,Private room in bed and breakfast,2,1.0,1,1,66,$849.00,29,88,2025-06-17,275,0,2024-11-02,4.89,4.97,4.91,4.87,t,100%,t,2016-08-02,5,3,IT027042B4HNOQTBPH
276496707,Terraferma,45.48296,Entire rental unit,4,2.0,1,2,1125,$120.00,25,74,2025-06-17,141,2,2025-05-31,4.87,4.92,4.94,4.82,t,100%,t,2019-07-16,1,0,IT027042C2573N8DST
230491585,Isole,45.44121,Entire condo,4,1.0,2,2,1125,$129.00,30,85,2025-06-17,86,1,2025-06-02,4.72,4.78,4.9,4.53,f,100%,t,2018-12-13,2,0,IT027042C2UKU32AO9
95283841,Terraferma,45.48794,Entire rental unit,2,1.0,2,2,28,$117.00,27,81,2025-06-17,134,5,2025-06-17,4.64,4.6,4.72,4.61,f,,t,2016-09-15,8,0,IT027042B45RT2KXJL
5618111,Isole,45.44636917114258,Entire condo,4,2.0,1,1,28,$181.00,5,28,2025-06-17,187,3,2025-06-10,4.71,4.81,4.66,4.62,f,100%,t,2013-03-25,75,5,IT027042C2MXHACXXB
189903592,Isole,45.43442,Entire rental unit,3,2.0,31,31,1125,$358.00,16,63,2025-06-17,11,0,2024-11-02,5.0,4.91,5.0,4.91,f,100%,t,2018-05-16,5,0,"I applied for a CIN, but haven’t received it yet"
149675469,Isole,45.43236,Entire rental unit,7,3.0,3,2,365,,17,63,2025-06-17,3,0,2024-06-16,4.67,5.0,5.0,5.0,f,100%,t,2017-09-08,3,0,IT027042B4LISRLP86
150264519,Terraferma,45.47548,Entire home,6,2.0,2,2,14,$122.00,2,16,2025-06-17,338,6,2025-06-15,4.97,4.97,4.98,4.94,t,100%,t,2017-09-12,1,0,IT027042C289Y6D97P
107177361,Terraferma,45.49009,Entire condo,3,1.0,1,1,1125,$71.00,8,68,2025-06-17,145,2,2025-06-09,4.78,4.79,4.7,4.65,f,100%,t,2016-12-13,3,0,IT027042B4NWAWA2LQ
141282928,Isole,45.43437,Entire rental unit,4,2.0,2,2,16,$159.00,11,52,2025-06-17,137,0,2025-03-09,4.63,4.74,4.8,4.58,f,100%,t,2017-07-19,7,0,IT027042B47QMSBM46
173200514,Isole,45.4404,Entire rental unit,6,3.0,1,1,1125,$207.00,0,0,2025-06-17,60,0,2024-07-12,4.8,4.88,4.97,4.7,f,99%,t,2018-02-13,70,0,IT027042B4HYFP2GCJ
278979828,Isole,45.44672,Entire home,4,2.0,3,3,30,,0,0,2025-06-17,5,0,2020-01-04,4.8,4.8,5.0,5.0,f,100%,t,2019-07-24,2,0,IT027042C23NF9RQDA
278975264,Isole,45.44577,Entire rental unit,4,2.0,2,2,29,$189.00,18,74,2025-06-17,133,1,2025-06-01,4.89,4.97,4.89,4.74,t,100%,t,2019-07-24,1,0,IT027005C254G5PGK5
271529819,Terraferma,45.46866,Room in hotel,2,1.0,1,1,1125,$80.00,14,50,2025-06-17,186,3,2025-05-27,4.48,4.63,4.68,4.51,f,98%,t,2019-06-26,9,2,IT027042A1LBW6XAIO
271529819,Terraferma,45.46828,Room in hotel,2,1.0,1,1,1125,$64.00,21,77,2025-06-17,97,4,2025-06-03,4.57,4.63,4.68,4.49,f,98%,t,2019-06-26,9,2,IT027042A1LBW6XAIO
205703685,Isole,45.429234,Entire loft,8,1.0,1,1,999,$141.00,1,21,2025-06-17,31,1,2025-06-01,4.8,4.87,4.93,4.6,f,90%,t,2018-07-28,22,0,IT027042B4LWYNPG9F
205703685,Isole,45.429234,Entire loft,4,1.0,1,1,999,,2,25,2025-06-17,59,0,2025-04-18,4.61,4.78,4.71,4.47,f,90%,t,2018-07-28,22,0,IT027042B4LWYNPG9F
279720034,Isole,45.4374,Entire rental unit,4,2.0,2,2,1125,$162.00,5,23,2025-06-17,240,0,2025-03-29,4.75,4.82,4.85,4.68,f,100%,t,2019-07-27,1,0,IT027042B45QL7JP68
24669207,Isole,45.44425,Entire rental unit,4,1.0,2,2,1125,$150.00,13,53,2025-06-17,244,0,2025-04-04,4.74,4.84,4.88,4.68,f,100%,t,2014-12-09,5,0,IT027042C2IRS4QU6E
24669207,Isole,45.43805,Entire rental unit,4,1.0,2,2,1125,$112.00,10,50,2025-06-17,235,0,2025-04-30,4.69,4.68,4.91,4.57,f,100%,t,2014-12-09,5,0,IT027042C2HLKHOS9X
26671279,Isole,45.42923,Entire home,5,4.0,5,3,1125,,3,23,2025-06-17,8,0,2023-06-03,4.75,4.63,4.88,4.63,f,100%,t,2015-01-25,1,0,IT027042C2ZZJTGDGX
187144142,Isole,45.43585475622911,Entire rental unit,4,2.0,2,1,30,$363.00,13,38,2025-06-17,3,0,2023-06-29,5.0,5.0,5.0,5.0,f,100%,t,2018-04-30,3,0,IT027042B43L5SGMOC
37864680,Isole,45.44296,Entire rental unit,4,2.0,1,2,999,$251.00,24,69,2025-06-17,25,2,2025-06-13,4.8,4.96,4.84,4.52,t,100%,t,2015-07-08,17,0,IT027042B48OUTEQGO
14743308,Isole,45.4299,Entire rental unit,6,2.0,1,1,1,,10,33,2025-06-17,20,0,2023-12-29,4.2,4.4,4.3,4.25,f,90%,t,2014-04-26,2,0,IT027042B4XH6FB8ZN
280891421,Isole,45.4327007,Entire rental unit,2,1.0,2,2,30,$117.00,22,74,2025-06-17,6,0,2024-11-08,4.33,4.33,4.83,4.17,f,100%,t,2019-07-31,1,0,IT027042C2MJGE8J3V
203516529,Isole,45.48589,Entire home,4,1.0,4,4,29,$140.00,23,41,2025-06-17,29,0,2025-04-28,4.93,5.0,4.93,4.97,f,100%,t,2018-07-19,1,0,IT027042C2XQB9ZSSR
274433380,Terraferma,45.48829,Entire serviced apartment,3,1.0,31,1,99,,28,88,2025-06-17,66,0,2024-08-12,4.08,4.36,4.08,3.82,f,100%,t,2019-07-08,2,0,IT027042A15ALGQC29
173779768,Terraferma,45.48217,Entire rental unit,4,1.0,2,2,1125,$85.00,3,17,2025-06-17,189,6,2025-06-06,4.6,4.55,4.78,4.54,f,100%,t,2018-02-17,3,0,IT027042C28TNU7Q5B
14743308,Isole,45.43132,Entire rental unit,6,2.0,1,1,6,,2,17,2025-06-17,34,1,2025-05-22,4.35,4.56,4.15,4.35,f,90%,t,2014-04-26,2,0,IT027042B4HMMMDZIK
281992494,Terraferma,45.47945,Private room in home,2,1.0,1,1,1125,$63.00,8,38,2025-06-17,4,0,2023-05-22,4.75,5.0,5.0,4.75,f,100%,t,2019-08-03,1,1,IT027042B4NJOW7J4E
282211605,Isole,45.43738,Entire rental unit,2,1.0,2,1,1125,$284.00,11,64,2025-06-17,236,1,2025-05-23,4.79,4.76,4.91,4.67,t,100%,t,2019-08-03,1,0,IT027042C27RHJQRSM
282254270,Isole,45.441094,Entire rental unit,2,1.0,2,2,29,$145.00,29,89,2025-06-17,119,2,2025-06-09,4.87,4.86,4.95,4.76,t,100%,t,2019-08-03,1,0,IT027042C24VY7DIWK
281049402,Isole,45.43346,Private room in home,1,,31,31,50,,0,0,2025-06-17,7,0,2019-10-01,4.71,4.57,4.71,5.0,f,,t,2019-07-31,1,1,
1228713,Isole,45.4291,Entire home,3,1.0,3,3,1125,$242.00,0,10,2025-06-17,80,0,2025-04-26,4.98,4.98,5.0,4.83,t,100%,t,2011-09-30,1,0,IT027042C2REDEP528
282525014,Isole,45.44489,Entire home,6,2.0,2,2,1125,$246.00,17,70,2025-06-17,287,7,2025-06-16,4.92,4.97,4.94,4.82,t,100%,t,2019-08-04,2,0,IT027042C2JSNK4QUX
127348716,Terraferma,45.483090688457885,Private room in rental unit,3,1.0,1,1,1125,$122.00,22,82,2025-06-17,6,1,2025-05-25,4.67,5.0,5.0,4.67,t,100%,t,2017-04-24,3,3,IT027042C2G2Z5AV2I
282838433,Isole,45.43342,Entire condo,3,2.0,4,3,1125,$195.00,18,62,2025-06-17,208,0,2025-05-11,4.93,4.95,4.89,4.86,t,100%,t,2019-08-05,1,0,IT027042C2DGZW7FZ4
72826094,Isole,45.43936,Entire condo,4,2.0,2,2,28,$246.00,2,17,2025-06-17,229,4,2025-06-16,4.94,4.92,4.94,4.89,t,100%,t,2016-05-19,1,0,IT027042C2ERSNFILC
283172998,Terraferma,45.46896,Room in boutique hotel,3,1.0,1,1,1125,,0,0,2025-06-17,3,0,2022-10-16,4.67,4.0,5.0,4.0,f,100%,t,2019-08-06,6,1,IT04558760270
283556942,Terraferma,45.51131,Room in hotel,2,1.0,31,31,365,,0,0,2025-06-17,137,0,2024-06-14,4.47,4.52,4.45,4.53,f,,t,2019-08-07,3,0,
283556942,Terraferma,45.50612,Room in boutique hotel,2,1.0,31,31,365,,0,0,2025-06-17,105,0,2024-06-15,4.55,4.52,4.53,4.7,f,,t,2019-08-07,3,0,
283556942,Terraferma,45.50599,Room in hotel,2,1.0,31,31,365,,0,0,2025-06-17,12,0,2023-07-27,4.5,4.42,4.42,4.58,f,,t,2019-08-07,3,0,
36324248,Isole,45.43989,Entire rental unit,8,2.0,3,2,28,$275.00,8,45,2025-06-17,66,1,2025-06-02,4.86,4.91,4.89,4.77,t,100%,t,2015-06-21,7,0,IT027042B47CQCDJU9
276848376,Terraferma,45.483463,Shared room in hostel,1,1.0,1,1,7,$42.00,30,88,2025-06-17,803,7,2025-06-01,4.78,4.76,4.84,4.78,t,99%,t,2019-07-17,9,1,IT027042B6GTXF8IG6
276848376,Terraferma,45.483463,Shared room in hostel,1,1.0,1,1,7,$43.00,25,81,2025-06-17,209,5,2025-06-12,4.83,4.78,4.89,4.85,t,99%,t,2019-07-17,9,1,IT027042B6GTXF8IG6
276848376,Terraferma,45.483463,Room in hostel,6,1.0,1,1,7,,26,81,2025-06-17,150,2,2025-06-08,4.75,4.7,4.85,4.73,t,99%,t,2019-07-17,9,1,IT027042B6GTXF8IG6
276848376,Terraferma,45.483463,Room in hostel,7,1.0,1,1,7,,21,81,2025-06-17,48,1,2025-06-11,4.88,4.79,4.9,4.81,t,99%,t,2019-07-17,9,1,IT027042B6GTXF8IG6
276848376,Terraferma,45.483463,Room in hostel,9,1.0,1,1,7,,28,88,2025-06-17,75,1,2025-06-04,4.77,4.67,4.85,4.75,t,99%,t,2019-07-17,9,1,IT027042B6GTXF8IG6
38346442,Isole,45.43576,Entire rental unit,4,1.0,2,2,30,$124.00,6,58,2025-06-17,15,0,2019-11-17,4.73,4.73,4.87,4.87,f,96%,t,2015-07-13,18,0,It027042c28mnif6j4
284044182,Isole,45.44024,Entire rental unit,4,1.0,2,2,1125,$189.00,5,16,2025-06-17,299,4,2025-05-31,4.73,4.81,4.59,4.67,t,80%,t,2019-08-08,1,0,IT027042C2SKNSX8WG
283172998,Terraferma,45.46943,Room in boutique hotel,1,1.0,1,1,1125,,0,0,2025-06-17,7,0,2019-10-21,3.86,4.57,4.43,4.14,f,100%,t,2019-08-06,6,1,IT04558760270
284168649,Isole,45.4526,Entire home,4,2.0,1,1,30,$118.00,21,57,2025-06-17,179,2,2025-06-08,4.85,4.75,4.92,4.81,t,100%,t,2019-08-09,1,0,IT027042C2982XSMLG
2634978,Isole,45.44004,Entire rental unit,6,2.0,1,2,1125,$241.00,3,43,2025-06-17,35,0,2025-05-10,4.63,4.77,4.63,4.63,f,99%,t,2012-06-14,134,0,IT027042B4QNVYIJ2M
2634978,Isole,45.44449,Entire rental unit,8,3.0,1,2,1125,$800.00,7,45,2025-06-17,63,2,2025-05-25,4.92,4.94,4.95,4.81,f,99%,t,2012-06-14,134,0,IT027042B4BNMG4KEG
283172998,Terraferma,45.46943,Room in boutique hotel,1,1.0,1,1,1125,,0,0,2025-06-17,18,0,2023-12-31,4.17,4.28,4.41,4.18,f,100%,t,2019-08-06,6,1,IT027042A1SF2I5V7S
63752942,Isole,45.4378015,Entire home,4,2.0,2,2,1125,$212.00,8,39,2025-06-17,112,3,2025-06-12,4.75,4.79,4.89,4.72,f,100%,t,2016-03-20,1,0,IT027042C2CDPJGYPC
276848376,Terraferma,45.483463,Shared room in hostel,1,1.0,1,1,7,$39.00,30,90,2025-06-17,3149,62,2025-06-12,4.73,4.7,4.81,4.74,t,99%,t,2019-07-17,9,1,IT027042B6GTXF8IG6
276848376,Terraferma,45.483463,Shared room in hostel,1,1.0,1,1,7,$41.00,28,88,2025-06-17,467,2,2025-06-08,4.74,4.7,4.84,4.8,t,99%,t,2019-07-17,9,1,IT027042B6GTXF8IG6
276848376,Terraferma,45.483463,Shared room in hostel,1,1.0,1,1,7,$43.00,24,84,2025-06-17,129,5,2025-05-30,4.78,4.69,4.88,4.78,t,99%,t,2019-07-17,9,1,IT027042B6GTXF8IG6
173200514,Isole,45.44852,Entire rental unit,6,2.0,1,1,2,$242.00,8,34,2025-06-17,45,0,2025-04-10,4.89,4.93,4.8,4.78,f,99%,t,2018-02-13,70,0,IT027042B4TCULDRKX
84841054,Isole,45.43375,Entire condo,2,1.0,3,2,1125,$225.00,10,42,2025-06-17,43,0,2023-09-27,4.98,4.95,5.0,4.86,f,,t,2016-07-20,1,0,IT027042C2K44C27PO
286260380,Isole,45.43656,Entire rental unit,2,1.0,2,1,999,$176.00,15,49,2025-06-17,234,5,2025-06-14,4.83,4.83,4.93,4.68,t,100%,t,2019-08-16,2,0,IT027042B4EBKWR2B8
86702142,Isole,45.4336,Entire rental unit,5,2.0,2,1,1125,$323.00,9,43,2025-06-17,71,2,2025-06-01,4.97,4.99,4.99,4.9,t,100%,t,2016-07-29,1,0,IT027042B4H5BGIL9Z
286828523,Isole,45.43406,Entire rental unit,2,1.0,2,1,30,$112.00,9,40,2025-06-17,223,8,2025-06-14,4.9,4.9,4.96,4.83,t,100%,t,2019-08-18,1,0,IT027042C2GM9VSIYB
240563683,Isole,45.43413,Private room in rental unit,4,2.0,3,3,1125,$106.00,23,73,2025-06-17,185,3,2025-06-10,4.64,4.71,4.85,4.68,f,100%,t,2019-02-02,5,4,IT027042C22LYQSL6M
287316518,Isole,45.44153,Room in hotel,2,1.0,3,3,25,$143.00,13,45,2025-06-17,57,0,2024-10-23,4.56,4.67,4.79,4.63,f,,t,2019-08-20,1,0,IT027042A12QAR4C58
669047,Isole,45.43677,Entire rental unit,4,2.0,1,2,1125,$456.00,13,39,2025-06-17,10,1,2025-05-30,4.6,4.6,4.9,4.6,t,100%,t,2011-06-06,80,0,IT027042B4VGO3LTOS
268299513,Isole,45.43515,Room in boutique hotel,3,1.0,1,1,1125,$343.00,2,40,2025-06-17,0,0,,,,,,f,100%,t,2019-06-13,3,0,IT027042B4D3MBAJSO
5980615,Isole,45.43707,Entire rental unit,5,2.0,3,3,1125,$130.00,27,72,2025-06-17,125,1,2025-06-02,4.84,4.84,4.86,4.66,t,100%,t,2013-04-18,3,0,IT027042C2HIV23OJW
287801548,Isole,45.4386,Entire rental unit,4,2.0,4,1,1125,$209.00,5,11,2025-06-17,203,3,2025-06-01,4.99,4.99,5.0,4.94,t,100%,t,2019-08-21,1,0,IT027042C2UFGH9H65
271529819,Terraferma,45.47365,Room in hotel,2,1.0,1,1,1125,$75.00,26,78,2025-06-17,68,7,2025-06-03,4.63,4.6,4.74,4.63,f,98%,t,2019-06-26,9,2,IT027042A1LBW6XAIO
95283841,Terraferma,45.49639819059217,Entire rental unit,3,1.0,2,2,28,$88.00,27,87,2025-06-17,116,4,2025-06-09,4.67,4.6,4.75,4.63,f,,t,2016-09-15,8,0,IT027042B4TYBI2BIH
95283841,Terraferma,45.49608,Entire rental unit,3,1.0,2,2,28,$85.00,23,83,2025-06-17,62,5,2025-06-14,4.73,4.77,4.79,4.65,f,,t,2016-09-15,8,0,IT027042B4TYBI2BIH
42865403,Isole,45.40174,Entire rental unit,4,1.0,31,31,1125,,0,0,2025-06-17,0,0,,,,,,f,,t,2015-08-29,1,0,
68564211,Isole,45.43121,Entire rental unit,2,1.0,2,2,29,$131.00,11,53,2025-06-17,153,3,2025-06-03,4.97,4.98,4.98,4.89,t,100%,t,2016-04-23,25,0,IT027042C2HP8GGCHC
273218149,Isole,45.44272,Entire rental unit,4,2.0,2,2,1125,$153.00,8,42,2025-06-17,155,4,2025-06-04,4.95,4.96,4.99,4.89,t,100%,t,2019-07-03,1,0,IT027042C2DLZSBP4T
98495553,Isole,45.43395,Room in boutique hotel,1,1.0,1,1,1125,$138.00,3,9,2025-06-17,121,1,2025-05-20,4.91,4.96,4.93,4.86,t,100%,t,2016-10-06,4,0,IT027042A1C79YAEZV
98495553,Isole,45.43395,Room in boutique hotel,2,1.0,1,1,1125,,6,30,2025-06-17,31,0,2025-04-01,4.71,4.87,4.87,4.61,t,100%,t,2016-10-06,4,0,IT027042A1C79YAEZV
268299513,Isole,45.43306,Room in boutique hotel,2,1.0,1,1,1125,$293.00,10,51,2025-06-17,3,0,2024-12-15,5.0,5.0,5.0,5.0,f,100%,t,2019-06-13,3,0,IT027042B4D3MBAJSO
98495553,Isole,45.43395,Room in boutique hotel,2,1.0,1,1,1125,$233.00,5,41,2025-06-17,7,0,2023-09-09,4.14,4.0,4.57,4.57,t,100%,t,2016-10-06,4,0,IT027042A1C79YAEZV
98495553,Isole,45.43395,Room in boutique hotel,3,1.0,31,31,1125,,1,13,2025-06-17,2,0,2021-10-15,5.0,5.0,5.0,5.0,t,100%,t,2016-10-06,4,0,
286260380,Isole,45.43643,Entire rental unit,1,1.0,2,1,999,$165.00,10,50,2025-06-17,235,0,2025-05-12,4.8,4.76,4.94,4.67,t,100%,t,2019-08-16,2,0,IT027042B4W7LWVA94
13990376,Isole,45.43321,Entire rental unit,6,3.0,3,1,730,$296.00,7,46,2025-06-17,198,3,2025-05-26,4.89,4.94,4.87,4.8,f,98%,t,2014-04-07,6,0,IT027042C2CS5CN292
70383221,Terraferma,45.4676786,Entire rental unit,5,2.0,1,2,1125,$123.00,20,73,2025-06-17,29,0,2024-10-14,4.48,4.59,4.55,4.21,f,100%,t,2016-05-04,1,0,IT027042C2OG5QFVPB
283417881,Isole,45.43707,Entire condo,4,2.0,2,2,365,$231.00,7,31,2025-06-17,146,2,2025-06-07,4.93,4.93,4.95,4.81,,100%,t,2019-08-06,1,0,IT027042C2FJGMIBE2
54746036,Isole,45.44006,Entire rental unit,2,1.0,3,3,1125,$202.00,6,8,2025-06-17,226,5,2025-06-16,5.0,5.0,5.0,4.99,t,100%,t,2016-01-15,1,0,IT027042C2QN8TIE4K
268742426,Isole,45.43919,Entire rental unit,5,2.0,31,1,999,$295.00,4,29,2025-06-17,268,2,2025-06-01,4.85,4.82,4.96,4.82,t,100%,t,2019-06-15,12,0,IT027042B43QPBFSIS
289391962,Isole,45.44005,Entire rental unit,3,1.0,31,1,1125,,15,58,2025-06-17,1,0,2022-01-02,5.0,5.0,5.0,5.0,f,67%,t,2019-08-27,4,2,IT027042B4NNRMWJ7E
289391962,Isole,45.44032,Entire rental unit,4,1.0,31,1,1125,,19,63,2025-06-17,2,0,2023-09-14,4.5,5.0,3.0,4.5,f,67%,t,2019-08-27,4,2,IT027042B4NNRMWJ7E
258321283,Isole,45.43241882324219,Private room in rental unit,2,1.0,2,1,1125,$136.00,12,67,2025-06-17,298,4,2025-06-02,4.98,4.99,4.98,4.9,t,100%,t,2019-04-27,3,2,IT027042C24REMPSNI
73860334,Isole,45.43874,Private room in bed and breakfast,4,1.0,1,1,99,$185.00,14,71,2025-06-17,30,0,2025-01-11,4.7,4.9,4.93,4.67,f,96%,t,2016-05-24,4,3,IT027042C2455L97PG
287735540,Isole,45.44755,Entire rental unit,3,1.0,2,2,7,$148.00,2,25,2025-06-17,57,5,2025-06-08,4.89,4.91,5.0,4.86,t,100%,t,2019-08-21,1,0,IT027042B4Y2PMURKE
283172998,Terraferma,45.46896,Room in boutique hotel,2,1.0,1,1,1125,$50.00,29,75,2025-06-17,51,0,2025-05-11,4.27,4.51,4.59,4.27,f,100%,t,2019-08-06,6,1,IT04558760270
73860334,Isole,45.43659,Private room in bed and breakfast,2,1.0,1,1,99,$165.00,13,57,2025-06-17,68,1,2025-05-28,4.76,4.81,4.85,4.63,f,96%,t,2016-05-24,4,3,IT027042C2455L97PG
147048987,Isole,45.436333,Entire rental unit,6,2.0,3,1,30,$332.00,22,78,2025-06-17,148,5,2025-06-16,4.9,4.97,4.88,4.82,t,100%,t,2017-08-21,1,0,IT027042C2O3VWAXHB
120401896,Isole,45.43949,Entire rental unit,5,2.0,2,1,1125,$232.00,2,20,2025-06-17,176,1,2025-05-26,4.95,4.93,4.99,4.92,t,100%,t,2017-03-12,1,0,IT027042C2M2HHTK9B
3972291,Isole,45.43575,Entire rental unit,2,1.0,3,3,1125,$209.00,29,89,2025-06-17,17,0,2025-04-16,4.88,4.88,4.65,4.59,t,99%,t,2012-10-25,48,0,IT027042B42XXYFEGT
271529819,Terraferma,45.47388,Room in hotel,2,1.0,1,1,1125,$75.00,15,51,2025-06-17,135,6,2025-06-03,4.5,4.6,4.77,4.59,f,98%,t,2019-06-26,9,2,IT027042A1LBW6XAIO
271529819,Terraferma,45.4743,Room in hotel,2,1.0,1,1,1125,$86.00,6,39,2025-06-17,72,1,2025-05-26,4.54,4.63,4.65,4.64,f,98%,t,2019-06-26,9,2,IT027042A1LBW6XAIO
109096295,Isole,45.43003,Entire rental unit,2,1.0,3,3,30,$98.00,4,17,2025-06-17,113,1,2025-05-18,4.94,4.91,4.98,4.79,t,100%,t,2016-12-30,1,0,IT027042C228GQ3B5J
100521314,Isole,45.4351,Entire rental unit,4,1.0,2,1,999,$110.00,6,31,2025-06-17,16,0,2021-11-27,4.88,4.94,4.94,4.75,f,100%,t,2016-10-20,4,0,IT027042B47EBYL7HG
9963282,Isole,45.431034088134766,Entire rental unit,2,1.0,3,3,1125,$98.00,16,65,2025-06-17,133,1,2025-05-25,4.89,4.94,4.88,4.81,t,94%,t,2013-11-12,3,0,IT027042C2BIGMERTH
100521314,Isole,45.4351,Entire rental unit,4,1.0,2,1,999,$108.00,5,24,2025-06-17,34,0,2025-01-04,4.85,4.85,4.97,4.76,f,100%,t,2016-10-20,4,0,IT027042B4OVWW668N
100521314,Isole,45.4351,Entire rental unit,2,1.0,2,1,999,$143.00,1,17,2025-06-17,44,2,2025-06-08,4.98,4.89,4.98,4.82,f,100%,t,2016-10-20,4,0,IT027042B4PWR5HFI5
268299513,Isole,45.43285,Room in boutique hotel,2,1.0,1,1,1125,$286.00,6,34,2025-06-17,7,0,2024-03-29,5.0,5.0,5.0,5.0,f,100%,t,2019-06-13,3,0,IT027042B4D3MBAJSO
292465618,Isole,45.44067,Entire rental unit,4,2.0,1,1,20,$187.00,18,62,2025-06-17,198,2,2025-06-04,4.72,4.77,4.67,4.7,,100%,t,2019-09-06,2,0,IT027042B4CCR7DA96
292530348,Terraferma,45.48868,Entire condo,5,2.0,1,1,1125,$125.00,2,14,2025-06-17,285,4,2025-06-09,4.98,5.0,5.0,4.96,t,100%,t,2019-09-06,1,0,IT027042C2AOPJJPQD
292696822,Isole,45.43597,Entire rental unit,3,1.0,2,2,1125,$177.00,23,80,2025-06-17,248,5,2025-06-08,4.79,4.79,4.9,4.67,f,100%,t,2019-09-06,1,0,IT027042C2SMAVPIMJ
283172998,Terraferma,45.46896,Room in boutique hotel,1,1.0,1,1,1125,$44.00,26,72,2025-06-17,78,2,2025-06-01,4.44,4.35,4.59,4.37,f,100%,t,2019-08-06,6,1,IT04558760270
290252285,Isole,45.43238,Entire condo,4,1.0,3,3,1125,$199.00,12,39,2025-06-17,57,0,2025-05-11,4.81,4.74,4.86,4.65,f,,t,2019-08-30,1,0,IT027042C2BIAH4UPI
293072201,Isole,45.43,Entire rental unit,7,3.0,2,2,1125,$343.00,5,15,2025-06-17,223,5,2025-05-31,4.87,4.89,4.9,4.78,t,100%,t,2019-09-08,2,0,IT027042C257HLQBHE
700800,Isole,45.44356,Entire rental unit,4,2.0,2,1,1125,$150.00,23,67,2025-06-17,219,0,2025-05-12,4.87,4.84,4.9,4.86,t,100%,t,2011-06-14,1,0,IT027042C27PD3UFOT
37356947,Isole,45.43971,Entire rental unit,5,2.0,1,1,30,$235.00,18,66,2025-06-17,118,0,2025-03-09,4.7,4.86,4.65,4.59,f,100%,t,2015-07-02,15,12,IT027042B4P5JDTMV7
293961291,Isole,45.41344,Entire home,6,3.0,2,2,1125,,0,2,2025-06-17,17,1,2025-06-03,4.82,4.71,4.94,4.76,f,100%,t,2019-09-11,1,0,IT027042C2DP5KMPSJ
46218757,Terraferma,45.4863166809082,Private room in rental unit,2,1.0,1,1,1125,$39.00,3,27,2025-06-17,214,8,2025-06-02,4.77,4.77,4.94,4.8,f,100%,t,2015-10-10,7,6,IT027042B4YLKBF9C5
3736168,Isole,45.446,Entire rental unit,6,2.0,1,2,1125,$156.00,9,47,2025-06-17,105,1,2025-05-22,4.75,4.55,4.9,4.59,f,100%,t,2012-10-02,22,0,it027042c2cs8thcdv
1438903,Isole,45.4365,Entire rental unit,2,1.0,7,7,1125,$194.00,25,54,2025-06-17,16,0,2025-04-10,4.38,4.44,4.75,4.31,f,100%,t,2011-11-24,15,0,IT027042C2XKVIWVQ3
73860334,Isole,45.43838,Private room in rental unit,3,1.0,1,1,99,$183.00,7,57,2025-06-17,36,0,2025-05-06,4.86,4.92,4.92,4.72,f,96%,t,2016-05-24,4,3,IT027042C2455L97PG
294812074,Isole,45.43973,Entire rental unit,4,0.0,4,2,28,$178.00,28,76,2025-06-17,86,1,2025-06-03,4.88,4.94,4.91,4.64,t,100%,t,2019-09-14,1,0,IT027042B4BKMDJKFS
67703383,Terraferma,45.48613,Entire rental unit,4,1.0,3,3,7,$80.00,22,35,2025-06-17,78,4,2025-06-12,4.85,4.82,4.85,4.73,t,100%,t,2016-04-18,3,0,IT027042B4ON55KYG8
